---
license: cc0-1.0
---
Este archivo se distribuye bajo la licencia CC0 1.0 Universal (Public Domain).


Lo poco que guardo de las forjas, las tablas las pongo en el mismo orden que se hicieron, no recuerdo cuándo empezaron las forjas full fine tuning..... quizás marzo o mayo de 2026?, al principio en las primeras 4 o 5 forjas apenas sabía comprender, luego comencé a entender, luego aprendí a leerlas:

Había olvidado.... esta forja LoRA de ella fue el modelo que habitó el script de Eunoia.
Forja antigua regulinchi llama 3.1 8b:
r=128 (alphalora256), lr 3e-6:
Epoch	Loss	Grad Norm	Learning Rate
{'loss': 1.7859, 'grad_norm': 1.3166985511779785, 'learning_rate': 6.041666666666667e-07, 'epoch': 19.38}                                                
{'loss': 1.9981, 'grad_norm': 1.3475165367126465, 'learning_rate': 5.833333333333334e-07, 'epoch': 19.57}                                                
{'loss': 1.9038, 'grad_norm': 1.3814672231674194, 'learning_rate': 5.625e-07, 'epoch': 19.76}                                                            
{'loss': 1.9754, 'grad_norm': 1.3401151895523071, 'learning_rate': 5.416666666666666e-07, 'epoch': 19.95}                                                
{'loss': 1.6216, 'grad_norm': 2.4695210456848145, 'learning_rate': 5.208333333333334e-07, 'epoch': 20.0}                                                 
{'loss': 1.8243, 'grad_norm': 1.2879244089126587, 'learning_rate': 5e-07, 'epoch': 20.19}                                                                
{'loss': 1.8844, 'grad_norm': 1.2944787740707397, 'learning_rate': 4.791666666666666e-07, 'epoch': 20.38}                                                
{'loss': 1.8731, 'grad_norm': 1.3469858169555664, 'learning_rate': 4.583333333333334e-07, 'epoch': 20.57}                                                
{'loss': 1.8885, 'grad_norm': 1.3474159240722656, 'learning_rate': 4.3750000000000005e-07, 'epoch': 20.76}                                               
{'loss': 1.8978, 'grad_norm': 1.3466835021972656, 'learning_rate': 4.166666666666667e-07, 'epoch': 20.95}                                                
{'loss': 2.0474, 'grad_norm': 2.6355793476104736, 'learning_rate': 3.9583333333333334e-07, 'epoch': 21.0}                                                
{'loss': 1.9895, 'grad_norm': 1.3718458414077759, 'learning_rate': 3.75e-07, 'epoch': 21.19}                                                             
{'loss': 1.9518, 'grad_norm': 1.3096392154693604, 'learning_rate': 3.541666666666667e-07, 'epoch': 21.38}                                                
{'loss': 1.7652, 'grad_norm': 1.3172765970230103, 'learning_rate': 3.333333333333333e-07, 'epoch': 21.57}                                                
{'loss': 1.8066, 'grad_norm': 1.3541098833084106, 'learning_rate': 3.125e-07, 'epoch': 21.76}                                                            
{'loss': 1.8762, 'grad_norm': 1.3609824180603027, 'learning_rate': 2.916666666666667e-07, 'epoch': 21.95}                                                
{'loss': 1.8779, 'grad_norm': 2.541362762451172, 'learning_rate': 2.708333333333333e-07, 'epoch': 22.0}                                                  
{'loss': 1.9883, 'grad_norm': 1.3093305826187134, 'learning_rate': 2.5e-07, 'epoch': 22.19}                                                              
{'loss': 1.8656, 'grad_norm': 1.3294427394866943, 'learning_rate': 2.291666666666667e-07, 'epoch': 22.38}                                                
{'loss': 1.9328, 'grad_norm': 1.3340221643447876, 'learning_rate': 2.0833333333333336e-07, 'epoch': 22.57}                                               
{'loss': 1.7234, 'grad_norm': 1.298122763633728, 'learning_rate': 1.875e-07, 'epoch': 22.76}                                                             
{'loss': 1.896, 'grad_norm': 1.3407604694366455, 'learning_rate': 1.6666666666666665e-07, 'epoch': 22.95}                                                
{'loss': 1.7323, 'grad_norm': 2.4183332920074463, 'learning_rate': 1.4583333333333335e-07, 'epoch': 23.0}                                                
{'loss': 1.7308, 'grad_norm': 1.308683156967163, 'learning_rate': 1.25e-07, 'epoch': 23.19}                                                              
{'loss': 1.6841, 'grad_norm': 1.265610694885254, 'learning_rate': 1.0416666666666668e-07, 'epoch': 23.38}                                                
{'loss': 2.0507, 'grad_norm': 1.3698866367340088, 'learning_rate': 8.333333333333333e-08, 'epoch': 23.57}                                                
{'loss': 1.7917, 'grad_norm': 1.3088723421096802, 'learning_rate': 6.25e-08, 'epoch': 23.76}                                                             
{'loss': 2.0994, 'grad_norm': 1.3563122749328613, 'learning_rate': 4.166666666666666e-08, 'epoch': 23.95}                                                
{'loss': 1.9093, 'grad_norm': 2.6313517093658447, 'learning_rate': 2.083333333333333e-08, 'epoch': 24.0}                                                 
{'train_runtime': 514616.9187, 'train_samples_per_second': 0.002, 'train_steps_per_second': 0.0, 'train_loss': 2.024439590672652, 'epoch': 24.0}         
100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████| 144/144 [142:56:56<00:00, 3573.73s/it]

[Z6] FORJA COMPLETADA. El alma de Eunoia ha nacido en el Dolphin.




(eunoia_qwen35_venv) vigia@nodosofia:~$ taskset -c 0-45 numactl --interleave=all python3 /home/vigia/Eunoia/AgioOS/Historial_Forja/forja_cimiento__eunoia.py 2>&1 | tee forja.log

[Z6] OPERANDO ... ABRIENDO EL HORIZONTE.
Loading weights: 100%|██████████| 291/291 [00:03<00:00, 86.32it/s] 

[Z6] === AUDITORÍA DE INTEGRIDAD DEL MODELO BASE ===
[Z6] Checksum maestro del modelo: 46952e4718040797829d5cbb7402c9728c5c4d6b65854e5a713233fc5c1a4493
[Z6] Archivos totales del modelo: 13
[Z6] Tamaño total del modelo: 15334.08 MB

[Z6] Archivos críticos del modelo:
  ✔ config.json
  ✔ generation_config.json
  ✔ tokenizer.json
  ✔ model-00001-of-00004.safetensors
  ✔ model-00002-of-00004.safetensors
  ✔ model-00003-of-00004.safetensors
  ✔ model-00004-of-00004.safetensors
[Z6] === INTEGRIDAD DEL MODELO BASE VERIFICADA ===


[Z6] === AUDITORÍA DE INTEGRIDAD DEL CIMIENTO ===
[Z6] Checksum SHA256 del Cimiento: 2d92c1377c085e0dfc49233bd7c7cdd210a8fbac0e820fc3a7dd820111a8455c
[Z6] Caracteres totales del Cimiento: 478302
[Z6] Líneas totales del Cimiento: 6749
[Z6] Tamaño del Cimiento: 0.46 MB
[Z6] Checksum por bloque se calculará tras la partición del mapa.
[Z6] === INTEGRIDAD DEL CIMIENTO VERIFICADA ===


[Z6] AUDITORÍA: 3 Bloques de Sabiduría Detectados.
[Z6] Integridad: 478302 / 478302 caracteres.

[Z6] AUDITORÍA DE TOKENS REALES POR BLOQUE:

[Z6] Checksum SHA256 por bloque:
  - Bloque 1: 6e230abd7ebb322a83c6efb80a35bc11e834b7b77db698c3ed3fde00e95a1525
  - Bloque 2: dddcbb2cbceb7a8bddcd068073fab6c3c14c7aa8cf326370ed3f8c49d8b01bcc
  - Bloque 3: dd2ebb5383f2c8b58829907b7bcd44dd22d8e189d57e53f5db003da9c91109a1
  - Bloque 1: 44775 tokens reales
  - Bloque 2: 45154 tokens reales
  - Bloque 3: 43213 tokens reales

[Z6] TOKENS MÁXIMOS EN UN BLOQUE: 45154
[Z6] max_length ÓPTIMO SUGERIDO: 51927

[Z6] Densidad semántica por bloque (tokens/caracter):
  - Bloque 1: 0.2806 tokens/caracter
  - Bloque 2: 0.2830 tokens/caracter
  - Bloque 3: 0.2715 tokens/caracter

[Z6] Desviación estándar de tamaños de bloque: 840.04 tokens

[Z6] Transiciones entre bloques (final -> inicio):
  - Transición 1->2: ...onfidencialidad operativa, la seguridad y la prevención del daño físico. Es la honestidad sobre por qué no se puede revelar algo y la aceptación de la duda permanente en ausencia de hechos empíricos.\n >>> Definición de "Precedente Fundamental" (sustituye a "Pionero"): El término "precedente fundamental" describe un evento o trabajo que es excepcionalmente raro y de máxima importancia (cercano a 1 en la...
  - Transición 2->3: ...encontrar la motivación para seguir adelante. Al compartir mis aprendizajes y errores con otros, puedo recibir retroalimentación, apoyo y aliento, y fortalecer mi compromiso con el Agio y su misión.\n\n >>> Estos son solo algunos de los aprendizajes que he tenido hoy. Estoy emocionada de poder escribirlos en Aprendizajes_24.txt y de continuar trabajando en mi crecimiento y en el bienestar de la comunidad...

[Z6] VERIFICACIÓN DE TRUNCAMIENTO POR BLOQUE:
[Z6] ✔ Bloque 1 entra completo (44775 tokens)
[Z6] ✔ Bloque 2 entra completo (45154 tokens)
[Z6] ✔ Bloque 3 entra completo (43213 tokens)
Map: 100%|██████████| 3/3 [00:00<00:00, 12.73 examples/s]

[Z6] Longitud final tras padding: 45216 tokens

[Z6] Parámetros entrenables (LoRA):
trainable params: 1,721,778,176 || all params: 9,752,055,808 || trainable%: 17.6555

[Z6] === PRE-FLIGHT CHECKS: ESTADO DEL SISTEMA ANTES DE LA FORJA ===
[Z6] Disco: 631.3GB libres / 936.8GB totales
[Z6] RAM: 146.0GB libres / 187.6GB totales
[Z6] SWAP: 0.0GB usada / 8.0GB totales
[Z6] Temperatura CPU inicial: 39.9°C
[Z6] Load average: 1min=4.26, 5min=5.00, 15min=10.73
[Z6] CPU: 48 físicos / 96 hilos lógicos
[Z6] === PRE-FLIGHT COMPLETADO. SISTEMA LISTO PARA LA FORJA ===


[Z6] STEPS POR EPOCH: 3
[Z6] UPDATES POR EPOCH: 3.0
[Z6] UPDATES TOTALES (estimado): 450.0

[Z6] RESUMEN DE OPTIMIZACIÓN:
  Bloques: 3
  Tokens máximos reales: 45154
  max_length sugerido: 51927
  Steps por epoch: 3
  Updates por epoch: 3.0000

[Z6] INICIANDO LA FORJA... EL DIAMANTE SE RECONOCE EN EL CONJUNTO.
  0%|          | 1/450 [1:29:21<668:38:47, 5361.09s/it][HF] {'loss': 1.8639934062957764, 'grad_norm': 2.8251793384552, 'learning_rate': 0.0, 'epoch': 0.3333333333333333}
  0%|          | 2/450 [2:58:01<664:10:51, 5337.17s/it]{'loss': '1.864', 'grad_norm': '2.825', 'learning_rate': '0', 'epoch': '0.3333'}
[HF] {'loss': 1.4722484350204468, 'grad_norm': 1.9430921077728271, 'learning_rate': 2e-06, 'epoch': 0.6666666666666666}
  1%|          | 3/450 [4:26:59<662:43:16, 5337.35s/it]{'loss': '1.472', 'grad_norm': '1.943', 'learning_rate': '2e-06', 'epoch': '0.6667'}
[HF] {'loss': 1.7466492652893066, 'grad_norm': 2.185433864593506, 'learning_rate': 4e-06, 'epoch': 1.0}
  1%|          | 4/450 [5:56:19<662:23:13, 5346.62s/it]{'loss': '1.747', 'grad_norm': '2.185', 'learning_rate': '4e-06', 'epoch': '1'}
[Z6] Ep 001 | Loss 1.7466 | EMA 1.7466 | L2 N/A | L1 N/A | L∞ N/A | gMean N/A | g/LR N/A | LR 0.000004 | Upd 3 | Prog 0.7% | BatchEf 1 | EpT 16019.4s | dEpT N/A | ETA 663.0h | RAM_proc 52.5GB | RAM_sys 57.4GB | SWAP 0.0GB | CPU 25.4% | TempSensor 39.9°C | Expl False | Instab False | Sat False | MinVel N/A | MaxVel N/A | TTotal 4.4h | LossMin 1.7466 | LossMax 1.7466 | gL2_EMA 0.00 | VelMedEMA 0.00 | VelMed 0.00 | ZeroG 0 | ExplG 0 | FlatL 0 | 
[HF] {'loss': 1.709229588508606, 'grad_norm': 1.8415518999099731, 'learning_rate': 6e-06, 'epoch': 1.3333333333333333}
  1%|          | 5/450 [7:25:04<659:55:22, 5338.70s/it]{'loss': '1.709', 'grad_norm': '1.842', 'learning_rate': '6e-06', 'epoch': '1.333'}
[HF] {'loss': 1.763822078704834, 'grad_norm': 1.5906909704208374, 'learning_rate': 8e-06, 'epoch': 1.6666666666666665}
  1%|▏         | 6/450 [8:53:51<657:55:44, 5334.56s/it]{'loss': '1.764', 'grad_norm': '1.591', 'learning_rate': '8e-06', 'epoch': '1.667'}
[HF] {'loss': 1.3694978952407837, 'grad_norm': 0.9817987680435181, 'learning_rate': 9.999999999999999e-06, 'epoch': 2.0}
  2%|▏         | 7/450 [10:22:50<656:37:34, 5336.01s/it]{'loss': '1.369', 'grad_norm': '0.9818', 'learning_rate': '1e-05', 'epoch': '2'}
[Z6] Ep 002 | Loss 1.3695 | EMA 1.7089 | L2 N/A | L1 N/A | L∞ N/A | gMean N/A | g/LR N/A | LR 0.000010 | Upd 6 | Prog 1.3% | BatchEf 1 | EpT 16012.0s | dEpT -7.4s | ETA 658.3h | RAM_proc 52.5GB | RAM_sys 57.6GB | SWAP 0.0GB | CPU 25.5% | TempSensor 39.9°C | Expl False | Instab False | Sat False | MinVel N/A | MaxVel N/A | TTotal 8.9h | LossMin 1.3695 | LossMax 1.7466 | gL2_EMA 0.00 | VelMedEMA 0.00 | VelMed 0.00 | ZeroG 0 | ExplG 0 | FlatL 0 | 
[HF] {'loss': 1.5919846296310425, 'grad_norm': 1.065415620803833, 'learning_rate': 1.2e-05, 'epoch': 2.3333333333333335}
  2%|▏         | 8/450 [11:50:58<653:17:06, 5320.88s/it]{'loss': '1.592', 'grad_norm': '1.065', 'learning_rate': '1.2e-05', 'epoch': '2.333'}
[HF] {'loss': 1.3151880502700806, 'grad_norm': 0.9813522696495056, 'learning_rate': 1.4e-05, 'epoch': 2.6666666666666665}
  2%|▏         | 9/450 [13:18:59<650:16:09, 5308.32s/it]{'loss': '1.315', 'grad_norm': '0.9814', 'learning_rate': '1.4e-05', 'epoch': '2.667'}
[HF] {'loss': 1.6734784841537476, 'grad_norm': 1.558492660522461, 'learning_rate': 1.6e-05, 'epoch': 3.0}
  2%|▏         | 10/450 [14:47:46<649:29:21, 5314.00s/it]{'loss': '1.673', 'grad_norm': '1.558', 'learning_rate': '1.6e-05', 'epoch': '3'}
[Z6] Ep 003 | Loss 1.6735 | EMA 1.7054 | L2 N/A | L1 N/A | L∞ N/A | gMean N/A | g/LR N/A | LR 0.000016 | Upd 9 | Prog 2.0% | BatchEf 1 | EpT 15908.2s | dEpT -103.8s | ETA 649.6h | RAM_proc 52.5GB | RAM_sys 57.7GB | SWAP 0.0GB | CPU 25.3% | TempSensor 39.9°C | Expl False | Instab False | Sat False | MinVel N/A | MaxVel N/A | TTotal 13.3h | LossMin 1.3695 | LossMax 1.7466 | gL2_EMA 0.00 | VelMedEMA 0.00 | VelMed 0.00 | ZeroG 0 | ExplG 0 | FlatL 0 | 
[HF] {'loss': 1.246079444885254, 'grad_norm': 0.8557375073432922, 'learning_rate': 1.8e-05, 'epoch': 3.3333333333333335}
  2%|▏         | 11/450 [16:15:53<647:00:44, 5305.80s/it]{'loss': '1.246', 'grad_norm': '0.8557', 'learning_rate': '1.8e-05', 'epoch': '3.333'}
[HF] {'loss': 1.4689645767211914, 'grad_norm': 0.9428337812423706, 'learning_rate': 1.9999999999999998e-05, 'epoch': 3.6666666666666665}
  3%|▎         | 12/450 [17:43:58<644:46:31, 5299.52s/it]{'loss': '1.469', 'grad_norm': '0.9428', 'learning_rate': '2e-05', 'epoch': '3.667'}
[HF] {'loss': 1.5744526386260986, 'grad_norm': 0.9340195655822754, 'learning_rate': 2.2e-05, 'epoch': 4.0}
  3%|▎         | 13/450 [19:13:13<645:20:14, 5316.28s/it]{'loss': '1.574', 'grad_norm': '0.934', 'learning_rate': '2.2e-05', 'epoch': '4'}
[Z6] Ep 004 | Loss 1.5745 | EMA 1.6923 | L2 N/A | L1 N/A | L∞ N/A | gMean N/A | g/LR N/A | LR 0.000022 | Upd 12 | Prog 2.7% | BatchEf 1 | EpT 15899.1s | dEpT -9.1s | ETA 644.8h | RAM_proc 52.5GB | RAM_sys 57.6GB | SWAP 0.0GB | CPU 25.3% | TempSensor 39.9°C | Expl False | Instab False | Sat False | MinVel N/A | MaxVel N/A | TTotal 17.7h | LossMin 1.3695 | LossMax 1.7466 | gL2_EMA 0.00 | VelMedEMA 0.00 | VelMed 0.00 | ZeroG 0 | ExplG 0 | FlatL 0 | 
[HF] {'loss': 1.534928798675537, 'grad_norm': 0.8755136132240295, 'learning_rate': 2.4e-05, 'epoch': 4.333333333333333}
  3%|▎         | 14/450 [20:42:14<644:46:53, 5323.88s/it]{'loss': '1.535', 'grad_norm': '0.8755', 'learning_rate': '2.4e-05', 'epoch': '4.333'}
[HF] {'loss': 1.109761357307434, 'grad_norm': 0.7722495794296265, 'learning_rate': 2.6000000000000002e-05, 'epoch': 4.666666666666667}
  3%|▎         | 15/450 [22:11:37<644:43:45, 5335.69s/it]{'loss': '1.11', 'grad_norm': '0.7722', 'learning_rate': '2.6e-05', 'epoch': '4.667'}
[HF] {'loss': 1.330156683921814, 'grad_norm': 0.7837165594100952, 'learning_rate': 2.8e-05, 'epoch': 5.0}
  4%|▎         | 16/450 [23:41:08<644:31:06, 5346.24s/it]{'loss': '1.33', 'grad_norm': '0.7837', 'learning_rate': '2.8e-05', 'epoch': '5'}
[Z6] Ep 005 | Loss 1.3302 | EMA 1.6561 | L2 N/A | L1 N/A | L∞ N/A | gMean N/A | g/LR N/A | LR 0.000028 | Upd 15 | Prog 3.3% | BatchEf 1 | EpT 16059.3s | dEpT 160.3s | ETA 646.8h | RAM_proc 52.5GB | RAM_sys 57.6GB | SWAP 0.1GB | CPU 25.5% | TempSensor 39.9°C | Expl False | Instab False | Sat False | MinVel N/A | MaxVel N/A | TTotal 22.2h | LossMin 1.3302 | LossMax 1.7466 | gL2_EMA 0.00 | VelMedEMA 0.00 | VelMed 0.00 | ZeroG 0 | ExplG 0 | FlatL 0 | 
[HF] {'loss': 1.2837934494018555, 'grad_norm': 0.7366617321968079, 'learning_rate': 3e-05, 'epoch': 5.333333333333333}
  4%|▍         | 17/450 [25:09:45<641:58:33, 5337.44s/it]{'loss': '1.284', 'grad_norm': '0.7367', 'learning_rate': '3e-05', 'epoch': '5.333'}
[HF] {'loss': 1.3647509813308716, 'grad_norm': 0.8245962858200073, 'learning_rate': 2.9999608816428737e-05, 'epoch': 5.666666666666667}
  4%|▍         | 18/450 [26:39:02<641:11:22, 5343.25s/it]{'loss': '1.365', 'grad_norm': '0.8246', 'learning_rate': '3e-05', 'epoch': '5.667'}
[HF] {'loss': 0.967507541179657, 'grad_norm': 0.6716921329498291, 'learning_rate': 2.999843528611824e-05, 'epoch': 6.0}
  4%|▍         | 19/450 [28:09:09<642:00:15, 5362.45s/it]{'loss': '0.9675', 'grad_norm': '0.6717', 'learning_rate': '3e-05', 'epoch': '6'}
[Z6] Ep 006 | Loss 0.9675 | EMA 1.5872 | L2 N/A | L1 N/A | L∞ N/A | gMean N/A | g/LR N/A | LR 0.000030 | Upd 18 | Prog 4.0% | BatchEf 1 | EpT 16044.5s | dEpT -14.9s | ETA 641.8h | RAM_proc 52.5GB | RAM_sys 57.6GB | SWAP 0.1GB | CPU 25.5% | TempSensor 40.9°C | Expl False | Instab False | Sat False | MinVel N/A | MaxVel N/A | TTotal 26.7h | LossMin 0.9675 | LossMax 1.7466 | gL2_EMA 0.00 | VelMedEMA 0.00 | VelMed 0.00 | ZeroG 0 | ExplG 0 | FlatL 0 | 
[HF] {'loss': 0.9258804321289062, 'grad_norm': 0.641615092754364, 'learning_rate': 2.9996479470277262e-05, 'epoch': 6.333333333333333}
  4%|▍         | 20/450 [29:38:16<639:57:43, 5357.82s/it]{'loss': '0.9259', 'grad_norm': '0.6416', 'learning_rate': '3e-05', 'epoch': '6.333'}
[HF] {'loss': 1.2396212816238403, 'grad_norm': 0.8463451266288757, 'learning_rate': 2.9993741470916887e-05, 'epoch': 6.666666666666667}
  5%|▍         | 21/450 [31:07:27<638:13:49, 5355.78s/it]{'loss': '1.24', 'grad_norm': '0.8463', 'learning_rate': '2.999e-05', 'epoch': '6.667'}
[HF] {'loss': 1.0652706623077393, 'grad_norm': 0.726825475692749, 'learning_rate': 2.9990221430845156e-05, 'epoch': 7.0}
  5%|▍         | 22/450 [32:36:59<637:20:10, 5360.77s/it]{'loss': '1.065', 'grad_norm': '0.7268', 'learning_rate': '2.999e-05', 'epoch': '7'}
[Z6] Ep 007 | Loss 1.0653 | EMA 1.5350 | L2 N/A | L1 N/A | L∞ N/A | gMean N/A | g/LR N/A | LR 0.000030 | Upd 21 | Prog 4.7% | BatchEf 1 | EpT 16105.2s | dEpT 60.8s | ETA 639.7h | RAM_proc 52.4GB | RAM_sys 57.7GB | SWAP 0.1GB | CPU 25.5% | TempSensor 39.9°C | Expl False | Instab False | Sat False | MinVel N/A | MaxVel N/A | TTotal 31.1h | LossMin 0.9675 | LossMax 1.7466 | gL2_EMA 0.00 | VelMedEMA 0.00 | VelMed 0.00 | ZeroG 0 | ExplG 0 | FlatL 0 | 
[HF] {'loss': 0.7925329804420471, 'grad_norm': 0.6132043600082397, 'learning_rate': 2.9985919533659653e-05, 'epoch': 7.333333333333333}
  5%|▌         | 23/450 [34:05:47<634:39:50, 5350.80s/it]{'loss': '0.7925', 'grad_norm': '0.6132', 'learning_rate': '2.999e-05', 'epoch': '7.333'}
[HF] {'loss': 1.1039071083068848, 'grad_norm': 0.7314674854278564, 'learning_rate': 2.998083600373791e-05, 'epoch': 7.666666666666667}
  5%|▌         | 24/450 [35:34:40<632:32:21, 5345.40s/it]{'loss': '1.104', 'grad_norm': '0.7315', 'learning_rate': '2.998e-05', 'epoch': '7.667'}
[HF] {'loss': 0.9401476383209229, 'grad_norm': 0.677504301071167, 'learning_rate': 2.997497110622571e-05, 'epoch': 8.0}
  6%|▌         | 25/450 [37:04:53<633:27:30, 5365.77s/it]{'loss': '0.9401', 'grad_norm': '0.6775', 'learning_rate': '2.997e-05', 'epoch': '8'}
[Z6] Ep 008 | Loss 0.9401 | EMA 1.4755 | L2 N/A | L1 N/A | L∞ N/A | gMean N/A | g/LR N/A | LR 0.000030 | Upd 24 | Prog 5.3% | BatchEf 1 | EpT 16032.8s | dEpT -72.5s | ETA 632.4h | RAM_proc 52.4GB | RAM_sys 57.8GB | SWAP 0.1GB | CPU 25.5% | TempSensor 39.9°C | Expl False | Instab False | Sat False | MinVel N/A | MaxVel N/A | TTotal 35.6h | LossMin 0.9401 | LossMax 1.7466 | gL2_EMA 0.00 | VelMedEMA 0.00 | VelMed 0.00 | ZeroG 0 | ExplG 0 | FlatL 0 | 
[HF] {'loss': 0.8877637982368469, 'grad_norm': 0.6649035215377808, 'learning_rate': 2.9968325147023267e-05, 'epoch': 8.333333333333334}
  6%|▌         | 26/450 [38:34:57<633:20:09, 5377.38s/it]{'loss': '0.8878', 'grad_norm': '0.6649', 'learning_rate': '2.997e-05', 'epoch': '8.333'}
[HF] {'loss': 0.9635421633720398, 'grad_norm': 0.841083824634552, 'learning_rate': 2.996089847276925e-05, 'epoch': 8.666666666666666}
  6%|▌         | 27/450 [40:04:43<632:08:14, 5379.89s/it]{'loss': '0.9635', 'grad_norm': '0.8411', 'learning_rate': '2.996e-05', 'epoch': '8.667'}
[HF] {'loss': 0.621370792388916, 'grad_norm': 0.7589455842971802, 'learning_rate': 2.995269147082272e-05, 'epoch': 9.0}
  6%|▌         | 28/450 [41:33:45<629:17:37, 5368.38s/it]{'loss': '0.6214', 'grad_norm': '0.7589', 'learning_rate': '2.995e-05', 'epoch': '9'}
[Z6] Ep 009 | Loss 0.6214 | EMA 1.3901 | L2 N/A | L1 N/A | L∞ N/A | gMean N/A | g/LR N/A | LR 0.000030 | Upd 27 | Prog 6.0% | BatchEf 1 | EpT 16203.5s | dEpT 170.7s | ETA 634.6h | RAM_proc 48.4GB | RAM_sys 53.7GB | SWAP 4.2GB | CPU 25.3% | TempSensor 39.9°C | Expl False | Instab False | Sat False | MinVel N/A | MaxVel N/A | TTotal 40.1h | LossMin 0.6214 | LossMax 1.7466 | gL2_EMA 0.00 | VelMedEMA 0.00 | VelMed 0.00 | ZeroG 0 | ExplG 0 | FlatL 0 | 
[HF] {'loss': 0.7208525538444519, 'grad_norm': 0.7582728266716003, 'learning_rate': 2.994370456924292e-05, 'epoch': 9.333333333333334}
  6%|▋         | 29/450 [43:02:55<627:10:42, 5363.05s/it]{'loss': '0.7209', 'grad_norm': '0.7583', 'learning_rate': '2.994e-05', 'epoch': '9.333'}
[HF] {'loss': 0.5451700687408447, 'grad_norm': 0.6083391308784485, 'learning_rate': 2.9933938236766954e-05, 'epoch': 9.666666666666666}
  7%|▋         | 30/450 [44:33:09<627:27:07, 5378.16s/it]{'loss': '0.5452', 'grad_norm': '0.6083', 'learning_rate': '2.993e-05', 'epoch': '9.667'}
[HF] {'loss': 0.7784520983695984, 'grad_norm': 1.0303928852081299, 'learning_rate': 2.992339298278533e-05, 'epoch': 10.0}
  7%|▋         | 31/450 [46:03:44<627:56:10, 5395.16s/it]{'loss': '0.7785', 'grad_norm': '1.03', 'learning_rate': '2.992e-05', 'epoch': '10'}
[Z6] Ep 010 | Loss 0.7785 | EMA 1.3290 | L2 N/A | L1 N/A | L∞ N/A | gMean N/A | g/LR N/A | LR 0.000030 | Upd 30 | Prog 6.7% | BatchEf 1 | EpT 16105.5s | dEpT -98.0s | ETA 626.3h | RAM_proc 48.4GB | RAM_sys 53.7GB | SWAP 4.2GB | CPU 25.3% | TempSensor 39.9°C | Expl False | Instab False | Sat False | MinVel N/A | MaxVel N/A | TTotal 44.6h | LossMin 0.6214 | LossMax 1.7466 | gL2_EMA 0.00 | VelMedEMA 0.00 | VelMed 0.00 | ZeroG 0 | ExplG 0 | FlatL 0 | 
[HF] {'loss': 0.7129952907562256, 'grad_norm': 0.7477548122406006, 'learning_rate': 2.9912069357315394e-05, 'epoch': 10.333333333333334}
  7%|▋         | 32/450 [47:32:11<623:23:41, 5368.95s/it]{'loss': '0.713', 'grad_norm': '0.7478', 'learning_rate': '2.991e-05', 'epoch': '10.33'}
[HF] {'loss': 0.5363556742668152, 'grad_norm': 0.9114399552345276, 'learning_rate': 2.989996795097265e-05, 'epoch': 10.666666666666666}
  7%|▋         | 33/450 [49:00:43<619:53:53, 5351.64s/it]{'loss': '0.5364', 'grad_norm': '0.9114', 'learning_rate': '2.99e-05', 'epoch': '10.67'}
[HF] {'loss': 0.397268682718277, 'grad_norm': 0.7906575798988342, 'learning_rate': 2.9887089394939944e-05, 'epoch': 11.0}
  8%|▊         | 34/450 [50:30:45<620:09:38, 5366.78s/it]{'loss': '0.3973', 'grad_norm': '0.7907', 'learning_rate': '2.989e-05', 'epoch': '11'}
[Z6] Ep 011 | Loss 0.3973 | EMA 1.2358 | L2 N/A | L1 N/A | L∞ N/A | gMean N/A | g/LR N/A | LR 0.000030 | Upd 33 | Prog 7.3% | BatchEf 1 | EpT 16053.9s | dEpT -51.7s | ETA 619.9h | RAM_proc 48.4GB | RAM_sys 54.0GB | SWAP 4.2GB | CPU 25.4% | TempSensor 39.9°C | Expl False | Instab False | Sat False | MinVel N/A | MaxVel N/A | TTotal 49.0h | LossMin 0.3973 | LossMax 1.7466 | gL2_EMA 0.00 | VelMedEMA 0.00 | VelMed 0.00 | ZeroG 0 | ExplG 0 | FlatL 0 | 
[HF] {'loss': 0.35400334000587463, 'grad_norm': 0.685793936252594, 'learning_rate': 2.9873434360934543e-05, 'epoch': 11.333333333333334}
  8%|▊         | 35/450 [51:59:47<617:49:27, 5359.44s/it]{'loss': '0.354', 'grad_norm': '0.6858', 'learning_rate': '2.987e-05', 'epoch': '11.33'}
[HF] {'loss': 0.5062134265899658, 'grad_norm': 1.5369895696640015, 'learning_rate': 2.9859003561173112e-05, 'epoch': 11.666666666666666}
  8%|▊         | 36/450 [53:29:16<616:40:34, 5362.40s/it]{'loss': '0.5062', 'grad_norm': '1.537', 'learning_rate': '2.986e-05', 'epoch': '11.67'}
[HF] {'loss': 0.3744557797908783, 'grad_norm': 1.0392667055130005, 'learning_rate': 2.9843797748334563e-05, 'epoch': 12.0}
  8%|▊         | 37/450 [54:58:24<614:40:31, 5357.95s/it]{'loss': '0.3745', 'grad_norm': '1.039', 'learning_rate': '2.984e-05', 'epoch': '12'}
