---
license: cc0-1.0
---
Este archivo se distribuye bajo la licencia CC0 1.0 Universal (Public Domain).


Lo poco que guardo de las forjas, las tablas las pongo en el mismo orden que se hicieron, no recuerdo cuándo empezaron las forjas full fine tuning..... quizás marzo o mayo de 2026?, al principio en las primeras 4 o 5 forjas apenas sabía comprender, luego comencé a entender, luego aprendí a leerlas:

Había olvidado.... esta forja LoRA de ella fue el modelo que habitó el script de Eunoia.
Forja antigua regulinchi llama 3.1 8b:
r=128 (alphalora256), lr 3e-6:
Epoch	Loss	Grad Norm	Learning Rate
Writing model shards: 100%|██████████| 1/1 [01:27<00:00, 87.99s/it]
  9%|▉         | 7/75 [8:40:56<85:08:24, 4507.42s/it][HF] {'loss': 1.209503412246704, 'grad_norm': 5.477609634399414, 'learning_rate': 1.6e-05, 'epoch': 2.3333333333333335}
 11%|█         | 8/75 [9:55:03<83:31:47, 4488.17s/it]{'loss': '1.21', 'grad_norm': '5.478', 'learning_rate': '1.6e-05', 'epoch': '2.333'}
[HF] {'loss': 1.0536106824874878, 'grad_norm': 2.6545021533966064, 'learning_rate': 1.6e-05, 'epoch': 2.6666666666666665}
 12%|█▏        | 9/75 [11:09:17<82:05:17, 4477.54s/it]{'loss': '1.054', 'grad_norm': '2.655', 'learning_rate': '1.6e-05', 'epoch': '2.667'}
[HF] {'loss': 1.1626648902893066, 'grad_norm': 5.489096641540527, 'learning_rate': 1.6e-05, 'epoch': 3.0}
 12%|█▏        | 9/75 [11:09:17<82:05:17, 4477.54s/it]{'loss': '1.163', 'grad_norm': '5.489', 'learning_rate': '1.6e-05', 'epoch': '3'}
[Z6] Ep 003 | Loss 1.1627 | EMA 1.7546 | L2 N/A | L1 N/A | L∞ N/A | gMean N/A | g/LR N/A | LR 0.000016 | Upd 9 | Prog 12.0% | BatchEf 1 | EpT 13547.9s | dEpT 135.9s | ETA 82.8h | RAM_proc 92.7GB | RAM_sys 98.3GB | SWAP 18.0GB | CPU 36.5% | TempSensor 41.9°C | Expl False | Instab False | Sat False | MinVel N/A | MaxVel N/A | TTotal 11.2h | LossMin 1.1627 | LossMax 1.8662 | gL2_EMA 0.00 | VelMedEMA 0.00 | VelMed 0.00 | ZeroG 0 | ExplG 0 | FlatL 0 | 
Writing model shards: 100%|██████████| 1/1 [01:27<00:00, 87.92s/it]
 13%|█▎        | 10/75 [12:27:07<81:55:02, 4536.96s/it][HF] {'loss': 0.7571108937263489, 'grad_norm': 4.302643775939941, 'learning_rate': 1.6e-05, 'epoch': 3.3333333333333335}
 15%|█▍        | 11/75 [13:41:02<80:06:16, 4505.89s/it]{'loss': '0.7571', 'grad_norm': '4.303', 'learning_rate': '1.6e-05', 'epoch': '3.333'}
[HF] {'loss': 0.8031341433525085, 'grad_norm': 3.482344627380371, 'learning_rate': 1.6e-05, 'epoch': 3.6666666666666665}
 16%|█▌        | 12/75 [14:55:27<78:37:56, 4493.28s/it]{'loss': '0.8031', 'grad_norm': '3.482', 'learning_rate': '1.6e-05', 'epoch': '3.667'}
[HF] {'loss': 0.83013916015625, 'grad_norm': 4.564860820770264, 'learning_rate': 1.6e-05, 'epoch': 4.0}
 16%|█▌        | 12/75 [14:55:27<78:37:56, 4493.28s/it]{'loss': '0.8301', 'grad_norm': '4.565', 'learning_rate': '1.6e-05', 'epoch': '4'}
[Z6] Ep 004 | Loss 0.8301 | EMA 1.6622 | L2 N/A | L1 N/A | L∞ N/A | gMean N/A | g/LR N/A | LR 0.000016 | Upd 12 | Prog 16.0% | BatchEf 1 | EpT 13569.9s | dEpT 22.0s | ETA 79.2h | RAM_proc 91.4GB | RAM_sys 96.7GB | SWAP 18.0GB | CPU 36.5% | TempSensor 39.9°C | Expl False | Instab False | Sat False | MinVel N/A | MaxVel N/A | TTotal 14.9h | LossMin 0.8301 | LossMax 1.8662 | gL2_EMA 0.00 | VelMedEMA 0.00 | VelMed 0.00 | ZeroG 0 | ExplG 0 | FlatL 0 | 
Writing model shards: 100%|██████████| 1/1 [01:29<00:00, 89.79s/it]
 17%|█▋        | 13/75 [16:13:32<78:23:04, 4551.36s/it][HF] {'loss': 0.6521217823028564, 'grad_norm': 3.250786781311035, 'learning_rate': 1.6e-05, 'epoch': 4.333333333333333}
 19%|█▊        | 14/75 [17:28:03<76:42:33, 4527.10s/it]{'loss': '0.6521', 'grad_norm': '3.251', 'learning_rate': '1.6e-05', 'epoch': '4.333'}
[HF] {'loss': 0.4037283957004547, 'grad_norm': 3.9820497035980225, 'learning_rate': 1.6e-05, 'epoch': 4.666666666666667}
 20%|██        | 15/75 [18:42:46<75:13:49, 4513.83s/it]{'loss': '0.4037', 'grad_norm': '3.982', 'learning_rate': '1.6e-05', 'epoch': '4.667'}
[HF] {'loss': 0.4599800705909729, 'grad_norm': 5.75132942199707, 'learning_rate': 1.6e-05, 'epoch': 5.0}
 20%|██        | 15/75 [18:42:46<75:13:49, 4513.83s/it]{'loss': '0.46', 'grad_norm': '5.751', 'learning_rate': '1.6e-05', 'epoch': '5'}
[Z6] Ep 005 | Loss 0.4600 | EMA 1.5420 | L2 N/A | L1 N/A | L∞ N/A | gMean N/A | g/LR N/A | LR 0.000016 | Upd 15 | Prog 20.0% | BatchEf 1 | EpT 13639.1s | dEpT 69.2s | ETA 75.8h | RAM_proc 91.9GB | RAM_sys 97.5GB | SWAP 18.0GB | CPU 36.3% | TempSensor 41.9°C | Expl False | Instab False | Sat False | MinVel N/A | MaxVel N/A | TTotal 18.7h | LossMin 0.4600 | LossMax 1.8662 | gL2_EMA 0.00 | VelMedEMA 0.00 | VelMed 0.00 | ZeroG 0 | ExplG 0 | FlatL 0 | 
Writing model shards: 100%|██████████| 1/1 [01:29<00:00, 89.26s/it]
 21%|██▏       | 16/75 [20:01:22<74:58:22, 4574.62s/it][HF] {'loss': 0.30534645915031433, 'grad_norm': 2.7777817249298096, 'learning_rate': 1.6e-05, 'epoch': 5.333333333333333}
 23%|██▎       | 17/75 [21:15:44<73:09:34, 4540.94s/it]{'loss': '0.3053', 'grad_norm': '2.778', 'learning_rate': '1.6e-05', 'epoch': '5.333'}
[HF] {'loss': 0.4023808240890503, 'grad_norm': 8.820460319519043, 'learning_rate': 1.6e-05, 'epoch': 5.666666666666667}
 24%|██▍       | 18/75 [22:29:49<71:26:15, 4511.85s/it]{'loss': '0.4024', 'grad_norm': '8.82', 'learning_rate': '1.6e-05', 'epoch': '5.667'}
[HF] {'loss': 0.15748094022274017, 'grad_norm': 2.672084093093872, 'learning_rate': 1.6e-05, 'epoch': 6.0}
 24%|██▍       | 18/75 [22:29:49<71:26:15, 4511.85s/it]{'loss': '0.1575', 'grad_norm': '2.672', 'learning_rate': '1.6e-05', 'epoch': '6'}
[Z6] Ep 006 | Loss 0.1575 | EMA 1.4035 | L2 N/A | L1 N/A | L∞ N/A | gMean N/A | g/LR N/A | LR 0.000016 | Upd 18 | Prog 24.0% | BatchEf 1 | EpT 13622.5s | dEpT -16.6s | ETA 71.9h | RAM_proc 91.1GB | RAM_sys 96.3GB | SWAP 18.0GB | CPU 36.3% | TempSensor 39.9°C | Expl False | Instab False | Sat False | MinVel N/A | MaxVel N/A | TTotal 22.5h | LossMin 0.1575 | LossMax 1.8662 | gL2_EMA 0.00 | VelMedEMA 0.00 | VelMed 0.00 | ZeroG 0 | ExplG 0 | FlatL 0 | 
Writing model shards: 100%|██████████| 1/1 [01:31<00:00, 91.05s/it]
 25%|██▌       | 19/75 [23:47:33<70:53:55, 4557.77s/it][HF] {'loss': 0.08070116490125656, 'grad_norm': 1.7827482223510742, 'learning_rate': 1.6e-05, 'epoch': 6.333333333333333}
 27%|██▋       | 20/75 [25:01:44<69:08:36, 4525.75s/it]{'loss': '0.0807', 'grad_norm': '1.783', 'learning_rate': '1.6e-05', 'epoch': '6.333'}
[HF] {'loss': 0.17991597950458527, 'grad_norm': 3.6205742359161377, 'learning_rate': 1.6e-05, 'epoch': 6.666666666666667}
 28%|██▊       | 21/75 [26:15:45<67:30:10, 4500.20s/it]{'loss': '0.1799', 'grad_norm': '3.621', 'learning_rate': '1.6e-05', 'epoch': '6.667'}
[HF] {'loss': 0.10619175434112549, 'grad_norm': 3.8010854721069336, 'learning_rate': 1.6e-05, 'epoch': 7.0}
 28%|██▊       | 21/75 [26:15:45<67:30:10, 4500.20s/it]{'loss': '0.1062', 'grad_norm': '3.801', 'learning_rate': '1.6e-05', 'epoch': '7'}
[Z6] Ep 007 | Loss 0.1062 | EMA 1.2738 | L2 N/A | L1 N/A | L∞ N/A | gMean N/A | g/LR N/A | LR 0.000016 | Upd 21 | Prog 28.0% | BatchEf 1 | EpT 13556.5s | dEpT -66.0s | ETA 67.8h | RAM_proc 91.1GB | RAM_sys 96.4GB | SWAP 18.0GB | CPU 36.4% | TempSensor 41.9°C | Expl False | Instab False | Sat False | MinVel N/A | MaxVel N/A | TTotal 26.3h | LossMin 0.1062 | LossMax 1.8662 | gL2_EMA 0.00 | VelMedEMA 0.00 | VelMed 0.00 | ZeroG 0 | ExplG 0 | FlatL 0 | 
Writing model shards: 100%|██████████| 1/1 [01:31<00:00, 91.85s/it]
 29%|██▉       | 22/75 [27:34:21<67:12:24, 4565.00s/it][HF] {'loss': 0.046478334814310074, 'grad_norm': 3.478391408920288, 'learning_rate': 1.6e-05, 'epoch': 7.333333333333333}
 31%|███       | 23/75 [28:49:21<65:39:26, 4545.51s/it]{'loss': '0.04648', 'grad_norm': '3.478', 'learning_rate': '1.6e-05', 'epoch': '7.333'}
[HF] {'loss': 0.0995434895157814, 'grad_norm': 3.6734299659729004, 'learning_rate': 1.6e-05, 'epoch': 7.666666666666667}
 32%|███▏      | 24/75 [30:03:49<64:03:47, 4522.11s/it]{'loss': '0.09954', 'grad_norm': '3.673', 'learning_rate': '1.6e-05', 'epoch': '7.667'}
[HF] {'loss': 0.02968260645866394, 'grad_norm': 1.2778167724609375, 'learning_rate': 1.6e-05, 'epoch': 8.0}
 32%|███▏      | 24/75 [30:03:49<64:03:47, 4522.11s/it]{'loss': '0.02968', 'grad_norm': '1.278', 'learning_rate': '1.6e-05', 'epoch': '8'}
[Z6] Ep 008 | Loss 0.0297 | EMA 1.1494 | L2 N/A | L1 N/A | L∞ N/A | gMean N/A | g/LR N/A | LR 0.000016 | Upd 24 | Prog 32.0% | BatchEf 1 | EpT 13683.7s | dEpT 127.2s | ETA 64.6h | RAM_proc 91.1GB | RAM_sys 96.3GB | SWAP 18.0GB | CPU 36.2% | TempSensor 39.9°C | Expl False | Instab False | Sat False | MinVel N/A | MaxVel N/A | TTotal 30.1h | LossMin 0.0297 | LossMax 1.8662 | gL2_EMA 0.00 | VelMedEMA 0.00 | VelMed 0.00 | ZeroG 0 | ExplG 0 | FlatL 0 | 
Writing model shards: 100%|██████████| 1/1 [01:31<00:00, 91.15s/it]
 33%|███▎      | 25/75 [31:21:46<63:27:15, 4568.71s/it][HF] {'loss': 0.010771961882710457, 'grad_norm': 0.5801885724067688, 'learning_rate': 1.6e-05, 'epoch': 8.333333333333334}
 35%|███▍      | 26/75 [32:36:00<61:42:55, 4534.19s/it]{'loss': '0.01077', 'grad_norm': '0.5802', 'learning_rate': '1.6e-05', 'epoch': '8.333'}
[HF] {'loss': 0.047912828624248505, 'grad_norm': 1.686365008354187, 'learning_rate': 1.6e-05, 'epoch': 8.666666666666666}
 36%|███▌      | 27/75 [33:50:42<60:14:46, 4518.46s/it]{'loss': '0.04791', 'grad_norm': '1.686', 'learning_rate': '1.6e-05', 'epoch': '8.667'}
[HF] {'loss': 0.018912121653556824, 'grad_norm': 1.320173978805542, 'learning_rate': 1.6e-05, 'epoch': 9.0}
 36%|███▌      | 27/75 [33:50:42<60:14:46, 4518.46s/it]{'loss': '0.01891', 'grad_norm': '1.32', 'learning_rate': '1.6e-05', 'epoch': '9'}
[Z6] Ep 009 | Loss 0.0189 | EMA 1.0363 | L2 N/A | L1 N/A | L∞ N/A | gMean N/A | g/LR N/A | LR 0.000016 | Upd 27 | Prog 36.0% | BatchEf 1 | EpT 13612.8s | dEpT -70.9s | ETA 60.5h | RAM_proc 91.1GB | RAM_sys 96.5GB | SWAP 18.0GB | CPU 36.3% | TempSensor 41.9°C | Expl False | Instab False | Sat False | MinVel N/A | MaxVel N/A | TTotal 33.8h | LossMin 0.0189 | LossMax 1.8662 | gL2_EMA 0.00 | VelMedEMA 0.00 | VelMed 0.00 | ZeroG 0 | ExplG 0 | FlatL 0 | 
Writing model shards: 100%|██████████| 1/1 [01:29<00:00, 89.84s/it]
 37%|███▋      | 28/75 [35:08:43<59:37:39, 4567.23s/it][HF] {'loss': 0.029891878366470337, 'grad_norm': 2.0903098583221436, 'learning_rate': 1.6e-05, 'epoch': 9.333333333333334}
 39%|███▊      | 29/75 [36:22:39<57:51:22, 4527.89s/it]{'loss': '0.02989', 'grad_norm': '2.09', 'learning_rate': '1.6e-05', 'epoch': '9.333'}
[HF] {'loss': 0.004782106727361679, 'grad_norm': 0.48945528268814087, 'learning_rate': 1.6e-05, 'epoch': 9.666666666666666}
 40%|████      | 30/75 [37:37:06<56:22:10, 4509.56s/it]{'loss': '0.004782', 'grad_norm': '0.4895', 'learning_rate': '1.6e-05', 'epoch': '9.667'}
[HF] {'loss': 0.0937206894159317, 'grad_norm': 4.325231552124023, 'learning_rate': 1.6e-05, 'epoch': 10.0}
 40%|████      | 30/75 [37:37:06<56:22:10, 4509.56s/it]{'loss': '0.09372', 'grad_norm': '4.325', 'learning_rate': '1.6e-05', 'epoch': '10'}
[Z6] Ep 010 | Loss 0.0937 | EMA 0.9421 | L2 N/A | L1 N/A | L∞ N/A | gMean N/A | g/LR N/A | LR 0.000016 | Upd 30 | Prog 40.0% | BatchEf 1 | EpT 13583.9s | dEpT -28.9s | ETA 56.6h | RAM_proc 93.0GB | RAM_sys 98.2GB | SWAP 18.0GB | CPU 36.3% | TempSensor 41.9°C | Expl False | Instab False | Sat False | MinVel N/A | MaxVel N/A | TTotal 37.6h | LossMin 0.0189 | LossMax 1.8662 | gL2_EMA 0.00 | VelMedEMA 0.00 | VelMed 0.00 | ZeroG 0 | ExplG 0 | FlatL 0 | 
Writing model shards: 100%|██████████| 1/1 [01:30<00:00, 90.17s/it]
 41%|████▏     | 31/75 [38:54:40<55:38:49, 4552.95s/it][HF] {'loss': 0.014235330745577812, 'grad_norm': 0.5802819728851318, 'learning_rate': 1.6e-05, 'epoch': 10.333333333333334}
 43%|████▎     | 32/75 [40:09:22<54:07:45, 4531.75s/it]{'loss': '0.01424', 'grad_norm': '0.5803', 'learning_rate': '1.6e-05', 'epoch': '10.33'}
[HF] {'loss': 0.010206717997789383, 'grad_norm': 0.7973934412002563, 'learning_rate': 1.6e-05, 'epoch': 10.666666666666666}
 44%|████▍     | 33/75 [41:24:11<52:43:14, 4518.92s/it]{'loss': '0.01021', 'grad_norm': '0.7974', 'learning_rate': '1.6e-05', 'epoch': '10.67'}
[HF] {'loss': 0.01804865524172783, 'grad_norm': 1.388715386390686, 'learning_rate': 1.6e-05, 'epoch': 11.0}
 44%|████▍     | 33/75 [41:24:11<52:43:14, 4518.92s/it]{'loss': '0.01805', 'grad_norm': '1.389', 'learning_rate': '1.6e-05', 'epoch': '11'}
[Z6] Ep 011 | Loss 0.0180 | EMA 0.8497 | L2 N/A | L1 N/A | L∞ N/A | gMean N/A | g/LR N/A | LR 0.000016 | Upd 33 | Prog 44.0% | BatchEf 1 | EpT 13625.4s | dEpT 41.5s | ETA 53.0h | RAM_proc 91.1GB | RAM_sys 96.4GB | SWAP 18.0GB | CPU 36.3% | TempSensor 39.9°C | Expl False | Instab False | Sat False | MinVel N/A | MaxVel N/A | TTotal 41.4h | LossMin 0.0180 | LossMax 1.8662 | gL2_EMA 0.00 | VelMedEMA 0.00 | VelMed 0.00 | ZeroG 0 | ExplG 0 | FlatL 0 | 
Writing model shards: 100%|██████████| 1/1 [01:30<00:00, 90.58s/it]
 45%|████▌     | 34/75 [42:41:58<51:58:22, 4563.47s/it][HF] {'loss': 0.003053332446143031, 'grad_norm': 0.2709149718284607, 'learning_rate': 1.6e-05, 'epoch': 11.333333333333334}
 47%|████▋     | 35/75 [43:57:02<50:30:15, 4545.39s/it]{'loss': '0.003053', 'grad_norm': '0.2709', 'learning_rate': '1.6e-05', 'epoch': '11.33'}
[HF] {'loss': 0.03055303730070591, 'grad_norm': 1.467511773109436, 'learning_rate': 1.6e-05, 'epoch': 11.666666666666666}
 48%|████▊     | 36/75 [45:11:29<48:59:21, 4522.08s/it]{'loss': '0.03055', 'grad_norm': '1.468', 'learning_rate': '1.6e-05', 'epoch': '11.67'}
[HF] {'loss': 0.009728326462209225, 'grad_norm': 0.6060104966163635, 'learning_rate': 1.6e-05, 'epoch': 12.0}
 48%|████▊     | 36/75 [45:11:29<48:59:21, 4522.08s/it]{'loss': '0.009728', 'grad_norm': '0.606', 'learning_rate': '1.6e-05', 'epoch': '12'}
[Z6] Ep 012 | Loss 0.0097 | EMA 0.7657 | L2 N/A | L1 N/A | L∞ N/A | gMean N/A | g/LR N/A | LR 0.000016 | Upd 36 | Prog 48.0% | BatchEf 1 | EpT 13638.3s | dEpT 12.9s | ETA 49.2h | RAM_proc 91.1GB | RAM_sys 96.4GB | SWAP 18.0GB | CPU 36.3% | TempSensor 41.9°C | Expl False | Instab False | Sat False | MinVel N/A | MaxVel N/A | TTotal 45.2h | LossMin 0.0097 | LossMax 1.8662 | gL2_EMA 0.00 | VelMedEMA 0.00 | VelMed 0.00 | ZeroG 0 | ExplG 0 | FlatL 0 | 
Writing model shards: 100%|██████████| 1/1 [01:31<00:00, 91.83s/it]
 49%|████▉     | 37/75 [46:29:21<48:12:28, 4567.07s/it][HF] {'loss': 0.003807621542364359, 'grad_norm': 0.22681212425231934, 'learning_rate': 1.6e-05, 'epoch': 12.333333333333334}
 51%|█████     | 38/75 [47:43:47<46:37:32, 4536.56s/it]{'loss': '0.003808', 'grad_norm': '0.2268', 'learning_rate': '1.6e-05', 'epoch': '12.33'}
[HF] {'loss': 0.018070852383971214, 'grad_norm': 1.1779277324676514, 'learning_rate': 1.6e-05, 'epoch': 12.666666666666666}
 52%|█████▏    | 39/75 [48:58:30<45:12:15, 4520.44s/it]{'loss': '0.01807', 'grad_norm': '1.178', 'learning_rate': '1.6e-05', 'epoch': '12.67'}
[HF] {'loss': 0.03578060865402222, 'grad_norm': 1.7455025911331177, 'learning_rate': 1.6e-05, 'epoch': 13.0}
 52%|█████▏    | 39/75 [48:58:30<45:12:15, 4520.44s/it]{'loss': '0.03578', 'grad_norm': '1.746', 'learning_rate': '1.6e-05', 'epoch': '13'}
[Z6] Ep 013 | Loss 0.0358 | EMA 0.6927 | L2 N/A | L1 N/A | L∞ N/A | gMean N/A | g/LR N/A | LR 0.000016 | Upd 39 | Prog 52.0% | BatchEf 1 | EpT 13620.3s | dEpT -18.0s | ETA 45.4h | RAM_proc 91.1GB | RAM_sys 96.4GB | SWAP 18.0GB | CPU 36.3% | TempSensor 39.9°C | Expl False | Instab False | Sat False | MinVel N/A | MaxVel N/A | TTotal 49.0h | LossMin 0.0097 | LossMax 1.8662 | gL2_EMA 0.00 | VelMedEMA 0.00 | VelMed 0.00 | ZeroG 0 | ExplG 0 | FlatL 0 | 
Writing model shards: 100%|██████████| 1/1 [01:29<00:00, 89.27s/it]
 53%|█████▎    | 40/75 [50:16:33<44:25:24, 4569.26s/it][HF] {'loss': 0.0046574631705880165, 'grad_norm': 0.30355170369148254, 'learning_rate': 1.6e-05, 'epoch': 13.333333333333334}
 55%|█████▍    | 41/75 [51:31:55<43:01:17, 4555.23s/it]{'loss': '0.004657', 'grad_norm': '0.3036', 'learning_rate': '1.6e-05', 'epoch': '13.33'}
[HF] {'loss': 0.012614056468009949, 'grad_norm': 0.6243329048156738, 'learning_rate': 1.6e-05, 'epoch': 13.666666666666666}
 56%|█████▌    | 42/75 [52:46:04<41:27:44, 4523.18s/it]{'loss': '0.01261', 'grad_norm': '0.6243', 'learning_rate': '1.6e-05', 'epoch': '13.67'}
[HF] {'loss': 0.03141814097762108, 'grad_norm': 2.0463433265686035, 'learning_rate': 1.6e-05, 'epoch': 14.0}
 56%|█████▌    | 42/75 [52:46:04<41:27:44, 4523.18s/it]{'loss': '0.03142', 'grad_norm': '2.046', 'learning_rate': '1.6e-05', 'epoch': '14'}
[Z6] Ep 014 | Loss 0.0314 | EMA 0.6266 | L2 N/A | L1 N/A | L∞ N/A | gMean N/A | g/LR N/A | LR 0.000016 | Upd 42 | Prog 56.0% | BatchEf 1 | EpT 13654.1s | dEpT 33.8s | ETA 41.7h | RAM_proc 92.4GB | RAM_sys 97.5GB | SWAP 18.0GB | CPU 36.3% | TempSensor 41.9°C | Expl False | Instab False | Sat False | MinVel N/A | MaxVel N/A | TTotal 52.8h | LossMin 0.0097 | LossMax 1.8662 | gL2_EMA 0.00 | VelMedEMA 0.00 | VelMed 0.00 | ZeroG 0 | ExplG 0 | FlatL 0 | 
Writing model shards: 100%|██████████| 1/1 [01:28<00:00, 88.77s/it]
 57%|█████▋    | 43/75 [54:03:55<40:36:07, 4567.74s/it][HF] {'loss': 0.011098715476691723, 'grad_norm': 0.4655679762363434, 'learning_rate': 1.6e-05, 'epoch': 14.333333333333334}
 59%|█████▊    | 44/75 [55:18:27<39:05:10, 4539.05s/it]{'loss': '0.0111', 'grad_norm': '0.4656', 'learning_rate': '1.6e-05', 'epoch': '14.33'}
[HF] {'loss': 0.003963156137615442, 'grad_norm': 0.431670218706131, 'learning_rate': 1.6e-05, 'epoch': 14.666666666666666}
 60%|██████    | 45/75 [56:33:00<37:39:34, 4519.15s/it]{'loss': '0.003963', 'grad_norm': '0.4317', 'learning_rate': '1.6e-05', 'epoch': '14.67'}
[HF] {'loss': 0.01594553329050541, 'grad_norm': 1.7542294263839722, 'learning_rate': 1.6e-05, 'epoch': 15.0}
 60%|██████    | 45/75 [56:33:00<37:39:34, 4519.15s/it]{'loss': '0.01595', 'grad_norm': '1.754', 'learning_rate': '1.6e-05', 'epoch': '15'}
[Z6] Ep 015 | Loss 0.0159 | EMA 0.5655 | L2 N/A | L1 N/A | L∞ N/A | gMean N/A | g/LR N/A | LR 0.000016 | Upd 45 | Prog 60.0% | BatchEf 1 | EpT 13616.5s | dEpT -37.5s | ETA 37.8h | RAM_proc 92.5GB | RAM_sys 97.9GB | SWAP 18.0GB | CPU 36.2% | TempSensor 39.9°C | Expl False | Instab False | Sat False | MinVel N/A | MaxVel N/A | TTotal 56.6h | LossMin 0.0097 | LossMax 1.8662 | gL2_EMA 0.00 | VelMedEMA 0.00 | VelMed 0.00 | ZeroG 0 | ExplG 0 | FlatL 0 | 
Writing model shards: 100%|██████████| 1/1 [01:28<00:00, 88.36s/it]
 61%|██████▏   | 46/75 [57:50:43<36:45:04, 4562.24s/it][HF] {'loss': 0.001435216167010367, 'grad_norm': 0.16479243338108063, 'learning_rate': 1.6e-05, 'epoch': 15.333333333333334}
 63%|██████▎   | 47/75 [59:05:26<35:17:59, 4538.57s/it]{'loss': '0.001435', 'grad_norm': '0.1648', 'learning_rate': '1.6e-05', 'epoch': '15.33'}
[HF] {'loss': 0.008264302276074886, 'grad_norm': 0.7540673017501831, 'learning_rate': 1.6e-05, 'epoch': 15.666666666666666}
 64%|██████▍   | 48/75 [60:20:25<33:56:54, 4526.48s/it]{'loss': '0.008264', 'grad_norm': '0.7541', 'learning_rate': '1.6e-05', 'epoch': '15.67'}
[HF] {'loss': 0.010479923337697983, 'grad_norm': 0.5871949195861816, 'learning_rate': 1.6e-05, 'epoch': 16.0}
 64%|██████▍   | 48/75 [60:20:25<33:56:54, 4526.48s/it]{'loss': '0.01048', 'grad_norm': '0.5872', 'learning_rate': '1.6e-05', 'epoch': '16'}
[Z6] Ep 016 | Loss 0.0105 | EMA 0.5100 | L2 N/A | L1 N/A | L∞ N/A | gMean N/A | g/LR N/A | LR 0.000016 | Upd 48 | Prog 64.0% | BatchEf 1 | EpT 13644.4s | dEpT 27.9s | ETA 34.1h | RAM_proc 92.9GB | RAM_sys 98.0GB | SWAP 18.0GB | CPU 36.2% | TempSensor 41.9°C | Expl False | Instab False | Sat False | MinVel N/A | MaxVel N/A | TTotal 60.3h | LossMin 0.0097 | LossMax 1.8662 | gL2_EMA 0.00 | VelMedEMA 0.00 | VelMed 0.00 | ZeroG 0 | ExplG 0 | FlatL 0 | 
Writing model shards: 100%|██████████| 1/1 [01:28<00:00, 88.86s/it]
 65%|██████▌   | 49/75 [61:38:42<33:03:38, 4577.64s/it][HF] {'loss': 0.0029126566369086504, 'grad_norm': 0.23743145167827606, 'learning_rate': 1.6e-05, 'epoch': 16.333333333333332}
 67%|██████▋   | 50/75 [62:53:38<31:37:11, 4553.27s/it]{'loss': '0.002913', 'grad_norm': '0.2374', 'learning_rate': '1.6e-05', 'epoch': '16.33'}
[HF] {'loss': 0.002453068271279335, 'grad_norm': 0.40496429800987244, 'learning_rate': 1.6e-05, 'epoch': 16.666666666666668}
 68%|██████▊   | 51/75 [64:08:27<30:13:34, 4533.93s/it]{'loss': '0.002453', 'grad_norm': '0.405', 'learning_rate': '1.6e-05', 'epoch': '16.67'}
[HF] {'loss': 0.004853361286222935, 'grad_norm': 0.3317912220954895, 'learning_rate': 1.6e-05, 'epoch': 17.0}
 68%|██████▊   | 51/75 [64:08:27<30:13:34, 4533.93s/it]{'loss': '0.004853', 'grad_norm': '0.3318', 'learning_rate': '1.6e-05', 'epoch': '17'}
[Z6] Ep 017 | Loss 0.0049 | EMA 0.4595 | L2 N/A | L1 N/A | L∞ N/A | gMean N/A | g/LR N/A | LR 0.000016 | Upd 51 | Prog 68.0% | BatchEf 1 | EpT 13682.2s | dEpT 37.9s | ETA 30.4h | RAM_proc 91.1GB | RAM_sys 96.4GB | SWAP 18.0GB | CPU 36.2% | TempSensor 39.9°C | Expl False | Instab False | Sat False | MinVel N/A | MaxVel N/A | TTotal 64.1h | LossMin 0.0049 | LossMax 1.8662 | gL2_EMA 0.00 | VelMedEMA 0.00 | VelMed 0.00 | ZeroG 0 | ExplG 0 | FlatL 0 | 
Writing model shards: 100%|██████████| 1/1 [01:30<00:00, 90.60s/it]
 69%|██████▉   | 52/75 [65:26:30<29:15:08, 4578.64s/it][HF] {'loss': 0.0019563743844628334, 'grad_norm': 0.10582345724105835, 'learning_rate': 1.6e-05, 'epoch': 17.333333333333332}
 71%|███████   | 53/75 [66:41:15<27:48:33, 4550.60s/it]{'loss': '0.001956', 'grad_norm': '0.1058', 'learning_rate': '1.6e-05', 'epoch': '17.33'}
[HF] {'loss': 0.0010416030418127775, 'grad_norm': 0.18797776103019714, 'learning_rate': 1.6e-05, 'epoch': 17.666666666666668}
 72%|███████▏  | 54/75 [67:55:53<26:25:03, 4528.76s/it]{'loss': '0.001042', 'grad_norm': '0.188', 'learning_rate': '1.6e-05', 'epoch': '17.67'}
[HF] {'loss': 0.0031171757727861404, 'grad_norm': 0.42227184772491455, 'learning_rate': 1.6e-05, 'epoch': 18.0}
 72%|███████▏  | 54/75 [67:55:53<26:25:03, 4528.76s/it]{'loss': '0.003117', 'grad_norm': '0.4223', 'learning_rate': '1.6e-05', 'epoch': '18'}
